Entry
Q6UXN7
Q5TEJ8
Q96AN5
A6NCK2
Q9BYV2
Q6P9F5
Q6ZTA4
Q6PIZ9
O95985
P06753
Q8IZ69
P02788
O94900
Q96KB5
A0A0B4J279
A6NN06
A0A087WT01
Q8WVJ9
C9JVI0
A0A5B6
Q15819
Q9UHF7
Q9NQE7
O95859
Q8IV45
Q96BW1
Q9HAW8
O75841
Q8IWV8
Q93050
Q9H9H4
Q9P253
Q96GC9
P56704
Q6UX27
Q9UPY6
Q7Z7D3
Q6XCG6
Q96TA2
Q8N7P7
Q96EC8
Q969S9
P62847
Q76EJ3
Q8NG04
O43304
Q7Z2H8
Q9H1N7
Q13761
Q5TZJ5
Q9NSD5
Q2I0M5
Q9Y2R5
Q9BXA9
Q9BQC6
Q96T51
P0C263
Q9BYL1
O60248
Q9Y2E8
Q9NY99
A6NGZ8
P11277
A6NJY1
O75830
Q9NRQ5
Q8N5J4
Q9H0A9
Q8NHX4
Q969W0
Q8NHS9
Q9UJW9
Q7Z2R9
P35237
P49842
O95630
Q9P2W9
O43151
Q15561
Q7Z5A7
Q8IZP1
Q96PL2
Q6P1N9
Q66K14
O15040
Q86TG1
Q8IU80
Q9P031
Q12870
Q7Z410
O95407
Q8WW62
O75888
Q8NBN3
Q96NL1
Q86YJ6
Q96B77
Q6ICL3
P48788
O14787
Q96IK0
O15455
Q15583
Q9UP52
Q9BXR5
Q4V9L6
P22735
Q9UL33
B7Z8K6
Q9Y210
Q9ULQ1
A0JD36
Q56UQ5
P34981
P10074
O60637
Q13432
Q8NHM4
F5GYI3
Q9UJ04
Q96SJ8
P0CV99
Q9UI38
Q86TZ1
Q6P3X3
Q5SRN2
Q96HZ7
P30530
Q9H1C4
Q6ZU65
Q3SY77
P16662
Q9BRU9
Q92890
Q9Y5J1
Q70CQ1
P12956
O00755
Q3MJ13
Q6ICG8
O75554
A8MPS7
Q0VG73
Q9P1D8
Q9BW85
P17025
Q8TAD4
P98169
Q9NRM2
Q9H7S9
A8MUV8
Q8NA42
Q9BV97
Q8TF68
Q70YC5
Q6PG37
P21506
P08048
Q96FA7
Q96T25
O75132
P17098
O60315
Q86VM9
Q8N567
Q6PJT7
P08708
Q8TD47
Q9BPW5
Q6NT16
O95136
P48065
Q9NP94
Q9UHA2
Q63ZE4
Q15043
Q8IZD6
Q9Y2B1
P0C874
A0AV02
P33764
P80511
P23526
Q99590
O00442
Q9BYB0
Q8WYJ6
Q12872
Q6UW10
Q06945
O95391
P28370
P0DPA3
O15370
Q9BXN6
O43623
P49903
Q96E16
Q5TH74
Q9BWG4
P02549
P46977
O95772
Q9UH65
Q86Y82
Q9P289
Q9NYW3
Q15750
Q9NUP7
Q8N4H5
Q8WVY7
Q9UKP6
Q03405
Q8N6Y0
Q9BY64
Q8WVF2
Q70EL2
P57075
Q5VVX9
O75604
Q969E3
P98155
Q9H7M9
P36543
Q99990
Q96RL7
Q93009
Q9HBG4
Q9BV40
O95231
Q9ULK5
Q9H270
Q9H267
Q9P0L0
Q9NYH9
Q7Z5H4
Q765I0
Q6GPH4
Q8WTP9
Q96FK6
A4D1P6
A6NE52
A4UGR9
Q9C0E2
O75191
A8MXK1
Q9C0J8
Q8NI36
Q5GH77
P0DP72
A8K0Z3
O00401
O15213
Q99986
P0DPA2
Q8IY57
O15498
Q9UF83
A8MX80
Q6ZQT7
Q6ZSV7
Q6ZSN1
Q969J2
O15535
Q8NEG5
A8MTY0
A6NJL1
Q8NCK3
O43309
P0C6A0
Q9BR11
Q96DA0
A8MT65
Q15915
Q96MR9
Q6ZSB9
O60481
Q3MIS6
Q9H0D2
Q9Y2K1
Q2M218
Q8WU90
O43829
Q96KM6
Q4V348
P31629
O43541
Q92966
Q9H0E3
O60749
Q9H4L7
O94901
Q9NY57
Q8IZU3
P31391
P56192
O15482
Q9Y5Q8
Q13889
Q9NYW6
O43581
Q9BXI6
Q96SF2
Q2M2D7
Q6NUS6
Q9H061
Q15569
P10828
Q8N9X5
Q8N6T0
Q6ZP80
Q06643
O60522
Q8TC26
P02585
C9JQI7
Q96PF1
Q12893
Q96CG3
Q9BVC6
Q86UB9
Q12931
Q15629
Q9BRZ2
Q12933
Q9UKU6
Q12888
Q6PKC3
P00750
Q5VV11
O75386
A0A0B4J1U6
A0A0B4J237
O00295
A0A087WT02
Q3KQV9
Q9GZZ9
O43818
Q6PGP7
Q96PF2
Q9H9P5
Q8TED0
Q9BZX2
P63123
P63124
Q9H598
P21283
Q9HBM0
Q16572
Q8NEZ2
Q9Y2W2
A2RRH5
Q9NRH1
Q5BJH7
Q6ZS49
Q6ZRU5
O60688
P61236
Q9UL36
Q9P2Y4
Q7L2R6
Q9UL40
B4DX44
O95405
Q16670
P17010
Q15928
Q8N4W9
P10073
Q8NE65
O60290
Q6ZMS4
P17020
Q6PK81
Q5JPB2
Q96C55
Q8N5A5
P51522
Q9H6B1
O75467
Q9Y6Q3
Q8N5U6
Q96MS0
Q9HCK4
Q9BY78
P15880
Q9UDX3
Q9Y6Y8
Q16348
Q86VE3
O15245
P82933
Q96GZ6
Q96F10
Q8WVM8
O95219
P48764
O76094
O94813
Q9BQI6
A6NJR5
Q16637
Q04837
P63208
Q496A3
Q96KW9
Q9BRL6
A2A2V5
Q6UXF1
P19438
Q03167
Q7Z5S9
P48553
Q96A61
Q7L0X0
Q13114
Q8NHX9
Q9BZR9
Q9H0V1
Q6ZNB5
Q14669
Q9C030
Q9UNY4
Q12999
Q8N5M4
Q5I0X7
Q9NZI7
Q6IQ55
Q14146
Q8TAS1
Q9BZL1
Q9UK80
Q68DE3
Q9P275
Q9Y5K5
Q8IYU4
Q7Z7G8
Q9UKW4
Q15906
Q14119
Q15904
Q9UK41
P19320
P11473
O43314
Q9H322
Q8N8Y2
Q5VTH9
Q6P2C0
Q86Y38
Q92889
O43895
Q9Y6F9
P09544
Q8N2E2
Q9UI25
Q6ZUT4
Q6ZRM9
Q6ZSR9
A6NJY4
Q6ZVH6
Q3ZCT1
Q2QGD7
Q9BRR0
Q2VY69
Q9NYT6
P0C880
A8K554
Q6ZMS7
P17027
Q86XI8
Q15929
O75290
Q9Y330
Q9NTW7
O00506
Q8WWF3
Q15858
Q6ZYL4
Q7RTR8
P32780
Q8NBV8
Q8WVM0
P53999
Q12962
Q8WY91
P10827
Q9NPL8
Q9NS68
Q5H9I0
Q86V81
O95932
Q14142
Q6UX40
P0DPR3
O14763
P50607
A0A075B6S0
Q15672
Q6ZT98
Q9BSA4
A0A1B0GX78
Q12792
Q9BY14
A0A589
P01733
P63279
Q15696
Q96FV3
Q9NNW7
P59090
P07996
Q96QD9
P22309
Q16851
Q8TCY9
Q9NZ43
Q15849
B0FP48
O00507
Q9Y6N9
P68543
P63131
Q70EK8
P08670
Q9UN37
Q8TDU5
Q8N5D0
Q01831
P18887
Q96N03
Q13426
Q9NZR4
Q6VEQ5
Q8WVS4
Q6ZQT0
Q8NA96
Q0VFX4
Q96MT0
Q8NHG8
Q6ZSR3
Q14590
Q96GC6
Q6X784
Q8TF20
Q8TD17
Q9Y3S2
P52737
O43361
Q8N895
Q14592
P0CJ79
Q6ZRF7
Q6UXU0
Q9Y5A6
O15209
Q8NB15
O95409
Q969W8
Q68EA5
P15621
Q86XF7
Q86T29
Q96H79
Q9P0T4
Q6ZNG0
Q6AW86
Q9Y6R6
Q96IU2
Q6ISU1
Q00577
Q9Y248
P11465
Q9HD43
Q9H0J4
Q14691
O43502
Q13637
Q92781
P0C7P1
Q9HCJ3
P51159
O14924
Q8TCC3
P32969
Q8N983
A8MWD9
Q9C0K1
O95487
O75995
Q9HCY8
Q9BZR6
Q12874
Q9BRV8
P63302
Q9ULL8
Q8WXH5
Q9Y5W8
Q8IY18
Q96DI7
P35713
Q76KD6
O15198
P22532
Q8NBK3
Q5T4T6
Q12846
M5A8F1
Q14765
P40763
P51649
P53597
O14994
P17600
Q92777
Q8NF91
Q9H987
Q96LM6
Q9HBM6
Q9NYW4
Q9Y3F1
Q8N8B7
Q8TDW5
Q86VY9
Q9HCH5
A6NDS4
Q9Y4C2
Q7L7X3
Q9ULP9
P0DPH7
A6NFQ2
Q9UKI8
O14925
Q8IUR5
Q9BTF0
P36402
Q86WS5
Q7Z6K1
O75069
Q4KMG9
Q9BXR0
O00206
P0DKB5
Q96DX7
O15533
Q92547
P01850
Q9Y296
A0A0C4DH28
Q9P0U1
A0A0B4J264
Q99603
A0A0B4J234
P61077
Q8WUA8
O95801
Q969D9
Q9NPG3
Q8NB66
A6NJT0
Q9UMW8
Q9HAW9
O75310
Q9BVJ6
P55851
Q9NWZ5
Q495M9
Q8NBZ7
P17948
P62760
Q8N0U8
Q13488
O15342
Q2NL98
Q9HD64
Q9H967
Q9UPY5
Q96QU8
Q96GM1
Q63HM9
Q16378
Q9UBT6
Q8N3E9
Q96BZ4
Q86UA1
Q70Z35
Q8TCU6
Q9BWN1
P05187
P22234
P18031
Q8TAA3
Q9BRX5
P61289
Q15397
Q13332
Q6ZMN7
Q02127
Q99638
O60896
Q96AX2
P0DJD4
P61019
P38159
Q8IXT5
P54725
O60894
Q99578
Q96K30
P17081
P35249
Q9Y572
P62913
Q02543
Q86TS9
Q9NX20
Q86T96
Q9P0P0
O15318
Q9BY07
W5XKT8
P0DJI9
P33763
P28702
Q9UMX9
O95197
Q1EHB4
A8MWV9
A8MWL6
P48431
Q96FV2
Q9UHJ3
Q13485
Q9BQ83
O95347
Q5TF21
Q9NWM0
P30825
A0A1B0GVQ0
Q5VYV7
O95863
Q13813
P36952
Q8WUJ0
Q8N4C7
P31948
Q9UH99
Q86UX6
P0CL85
Q8IWU6
Q8WXE9
P49888
Q6NUM6
Q7Z4N2
O60635
P61960
Q9H9J4
Q9Y2B5
P63127
P01282
P11464
Q8WXF1
Q16825
O00391
Q59GN2
P51148
W6CW81
Q9H0N0
P27708
Q8IY67
Q9NRF8
Q8WXH6
P78332
Q8NC74
P61020
P09455
P00797
P82980
Q9H902
Q96R05
F8VTS6
Q96NA2
Q9NWU5
O94763
P0DPB6
Q5VYX0
Q9P2E9
O75845
P82909
P09234
Q8WXA3
Q9Y399
Q9UPS6
P18827
Q96IW2
Q15475
Q9H2E6
A0A096LP01
A0A1B0GVV1
O75264
Q8IXJ6
O95969
Q6PI26
Q96Q15
Q8IUH8
Q9HD15
Q96P63
P0DMM9
Q7RTT6
P0CL84
Q9UNL2
Q9UNH6
Q96T83
Q01118
P15313
P21281
Q4G0F5
Q7L8A9
Q9H321
Q8WWM1
O14607
Q9UBD3
Q562E7
Q96KV7
Q9HAV4
P98170
Q96S15
A8MWX3
Q96EX3
Q2TBF2
Q9NZ81
Q13610
P63173
Q8TDU9
Q9BYD6
Q9BYD1
Q96D59
Q9BZE1
Q8IUD6
Q8NHW5
Q96EQ8
Q9HB90
Q5JTH9
P62861
Q71UM5
Q9NZJ4
A0A286YF01
Q969E2
Q6ZV89
A8K8P3
Q99962
Q7Z4S9
Q8N474
Q9UH03
Q9H4F1
A4FU49
Q5BJF2
Q13296
Q9UIL1
Q96QR1
O75880
P35247
Q9UPE1
Q86XE0
Q6KCM7
P57073
Q9NZD8
Q15036
Q9Y265
Q02446
Q8WWL2
Q96PI1
Q8IY81
Q8NCC5
O75558
Q5JTZ9
Q8WVM7
Q8TBG9
P13984
P29084
P04350
Q99594
P0DPI4
O75157
Q9H147
Q8IYR6
P0CG34
Q92609
A6NER0
Q9Y458
Q9UI15
Q96SF7
Q8N4L1
P62072
P52888
Q8TB96
Q2M3C6
Q9NV64
Q2T9K0
Q6YI46
Q04724
O60830
Q8WUU8
Q9H0I9
P01375
Q9P0N5
A0A0A0MTA4
Q969S6
P63316
P31314
A8MWL7
Q68D42
Q6UWW9
Q92734
Q14188
O60858
Q07654
O14545
Q5JU69
Q6NT89
Q5TAX3
Q8N7U7
P14679
Q6NXR4
O43156
Q6EMB2
A0A0B4J245
O15391
Q96LR5
O95858
O94888
Q15386
P55916
Q69YN4
A8MV65
P18206
Q2YD98
Q86VN1
Q9H269
Q96JH7
Q05940
Q8NHE4
Q8TEB7
Q9Y3B9
P62266
Q969S0
P82914
Q9H2X9
Q9BXY4
Q6UVJ0
A3KN83
Q9BWD3
Q86UC2
Q9NSI8
Q9Y2Q9
Q8WWX8
P05109
Q9Y345
Q9NQF3
Q8N9R8
Q9Y3P8
Q9HAT2
Q8WTV0
Q9BQE4
Q99442
Q9UGP8
O75711
P51170
Q9HBX3
Q9H2G2
Q8N0X2
Q9BRT9
O95473
P38935
Q8WVK2
Q9Y5X2
Q9NYA1
Q9C0H9
Q6PJ21
Q99865
Q9BVQ7
Q9NY15
Q8TDR2
P0DMN0
Q9P2R7
Q9HAU6
Q9NYW1
P59537
Q8IUE0
Q3ZCM7
P26640
O75529
Q9H2B2
P09758
Q15543
O43615
Q9Y490
Q9H808
Q03169
O14788
Q9Y320
Q9NX78
O95150
Q9NS62
H0YL14
Q6ZNR0
Q9Y275
Q9BX74
A0A0J9YX06
Q9BZW4
Q9NQ88
A2RU14
Q4W5P6
Q6ZUX3
Q15025
Q9BTX3
Q9NWH2
Q8NCS4
O95455
A6NLI5
Q9UPN9
Q6ZMU5
Q6Q0C0
Q6ZTW0
Q9C035
Q9NRJ4
Q9NS56
A6NNM8
A0A0J9YX75
A0A584
A0A0B4J271
A0A0A6YYK7
A0A1B0GX51
A0A0A6YYC5
A0A0K0K1G6
O75896
Q8TBC4
Q9NRR2
O95900
Q99816
Q9H2G4
Q6P2S7
Q86WB7
A6NGE7
Q5VY80
Q5W0Q7
Q9HAC8
Q70EK9
Q9P2U7
P15692
Q96JG6
Q969X6
P61421
P51809
P23025
A2RUG3
P30291
Q5TIE3
Q9H7D7
P58304
Q86XK7
Q658N2
Q9H8Y1
Q8IV42
O95825
O60671
Q9BUV8
Q9NRW1
P61018
Q9NYW8
Q8TDY2
Q08999
Q9P2R6
P62877
O60673
P50120
Q06141
Q9BWE0
P61224
O75570
P98171
Q7Z5H3
Q5TG30
P46776
P09001
Q13084
Q7Z7H8
Q6ZMZ0
Q9UNE2
Q96EX2
P56182
P14678
O60779
Q9Y2G9
Q9H2J7
Q9Y3V2
Q9UHR5
Q96ER3
P0DKV0
Q9NUM3
Q9Y2H2
Q96JT2
Q96NU1
A0A286YEV6
Q15637
Q5T4F7
Q7RTU7
Q9C0C4
Q96EQ0
P84022
O95968
Q8IX30
Q96GD3
Q5SQN1
Q8N9S9
P55000
Q07889
Q9BVW6
Q8TAQ2
O95238
Q2VWA4
Q08AE8
G2XKQ0
Q92502
Q9Y2K9
P56962
Q9UMX1
Q8IWU5
P27105
Q93045
O00204
Q14CS0
Q9UPT9
P35125
P23763
Q86XT2
Q96AW1
Q9GZP7
B1ANS9
Q8IWB7
Q9NSC2
Q15427
Q8N7X8
O15389
O15126
A6NKC9
Q96SA4
Q15465
Q9Y5Y9
Q9GZW5
Q96EB6
Q16585
Q8IWX5
Q13487
P78539
Q68CJ6
B3KS81
O43597
Q9NUQ6
Q96R06
Q96N06
Q96N96
P52630
Q6UWL2
A6NDD5
P49590
A0A1B0GVG6
Q9NYV8
P59540
Q8NDZ6
Q9NX61
P51864
P59544
Q9C0C2
Q92750
Q86UD7
Q5T9Z0
Q93075
Q96IP4
Q86XR7
Q15814
Q9Y2I9
Q12788
Q13395
Q8IUC6
Q9Y2Y6
O15178
Q9Y4R8
Q08117
Q93038
P17152
Q6P5X7
Q86X45
Q17RP2
Q8N511
Q6UW68
Q9H2K2
P48307
Q9NV29
P49221
C9J1S8
Q86WT6
A6NGJ6
Q6AZZ1
O75962
Q9BX59
Q8N7C3
Q9UKE5
Q96HA7
P08582
Q9UPX0
A0A578
A0A075B6X5
A0A0B4J238
Q2TAM9
O00294
O14604
A0A0B4J235
A6PVC2
P35030
P30536
Q96LJ8
Q70EL4
Q96RU2
Q8NDX2
O75348
Q9UI12
P27449
P52735
O75379
P30518
P51811
Q8IZH2
Q9Y484
Q6P2D8
Q8NBI6
Q9BYP7
P46937
Q8N2B8
P62277
Q8N122
Q01196
Q8IZC4
Q9H0K1
P57772
Q8NCE0
Q9UQ13
Q99523
O15524
Q9BYC2
Q8IX21
Q9BQ15
P61011
P09132
Q14162
Q8N3U4
O60499
Q9NZ72
Q9Y5Y6
O60225
Q9NQ55
Q9Y285
Q8N6V9
P37837
Q9Y6J9
Q6N022
Q6P1X5
B5MCY1
Q15572
Q587J7
A0A087X1G2
Q9Y5J6
P49368
Q13148
Q6UXU6
Q9HCD6
Q6IPX3
Q9UMR3
P0C7T8
Q9H3N1
Q8WUH6
Q9P2Z0
Q9Y3D7
Q969M1
P25445
Q96KP6
P50616
O60603
Q14656
P20366
A0A075B6Y9
A6NGB7
Q12800
Q96AQ2
Q86T26
P19429
Q9C0I4
Q13595
O43399
Q96LD4
P0DTU3
Q629K1
Q9Y3C4
A0A0B4J1U4
Q9Y5R8
Q8WVP5
A0A0B4J265
Q9NNX1
Q9BXU3
A8MUK1
P61081
Q7RTX0
Q8NBS9
Q9BX84
Q86WT1
Q5TAA0
Q5SRH9
Q96N46
Q9UJT2
Q6PHR2
P06133
Q9Y3C8
O75445
P61088
Q13107
Q70EL1
Q96LB4
Q9BQB6
Q9Y487
Q8NEY4
O14599
P45880
P50552
Q8TBZ3
Q9BQY6
Q8IZQ1
Q9Y6W5
Q9GZT5
Q9Y3C0
Q8N4F0
Q9UBB4
Q6QNY0
Q9P287
O43852
Q8N126
P22681
P15088
Q96M95
Q9H2F9
P09668
Q6TDU7
Q9H425
P22676
Q96M89
Q9BXJ1
P15086
P00918
Q5VU97
Q15782
P0DPI3
Q9HC77
Q8NDM7
P32248
P24941
Q12860
Q8NHZ8
Q8NAV2
Q8N3K9
Q14028
Q8TAV5
Q9NZ45
Q6V0L0
P20023
Q68DQ2
Q9UP83
Q9BWP8
P43320
Q7Z408
P07316
P24387
Q9HCH3
P00403
A0A1B0GTH6
O14936
P0DP74
Q5VWQ8
Q7Z388
Q9BQA9
Q53GD3
Q9HCG8
A8MYA2
Q96C57
Q5JQC4
Q05048
A8MXU0
Q05329
Q5J5C9
Q9NPF5
Q9Y4D2
P51530
Q8WYQ5
Q08211
Q96SD1
Q14183
P26439
Q8IZ83
Q5VTM2
P00326
P06280
Q8IY63
Q9H2U9
Q8NFM4
P51816
P43353
O00253
Q9H9L7
O75077
Q6UB98
P42568
Q8IZ07
O14520
P02654
Q7Z2E3
A5YM69
Q9BY76
Q6PIY5
A6NH57
P16860
Q9HCJ1
P08133
Q9NQ33
Q92485
Q96NS5
P12643
O43683
P11021
Q9Y6D6
O43684
Q6UX41
Q9Y6D5
O95817
Q8WXS3
Q6UXG8
Q86Y30
Q53HL2
P46663
Q9NR55
Q8IYS8
P59052
P08236
Q8N9N5
Q9UQB8
P48751
Q96KV6
Q8IXH8
Q96L12
Q03135
A6NC98
P31415
A0A1B0GVG4
P07498
A6NKD9
Q494R4
Q9NY47
Q9BXJ3
O14569
Q5VVS0
Q9BXI9
A5D8V7
Q69YH5
Q5TBE3
Q16543
Q9H2X0
Q8N365
P49454
Q5VT06
O15519
Q9ULG6
Q9UJX2
A6NDU8
P41002
P29016
Q96BT3
Q9H8W2
Q6UX71
Q9UBF6
Q8TBY0
Q9NYR8
O00194
P20338
P17812
O60216
Q86U06
Q70E73
Q6PJF5
Q9C0H5
P48380
Q7Z6I6
P27694
Q6ZS11
Q8TEB9
P61586
O94844
Q6NW40
Q7Z2W9
Q8NC42
P52198
Q9NVW2
P12271
Q5TBB1
P52435
Q9P1U0
Q8IWB4
Q9BW04
P07602
Q495N2
Q9Y694
Q9UJJ7
Q6P1M0
P48443
Q9NVC3
Q6NUJ1
Q9Y3D3
P31639
Q52WX2
P82912
A0A286YF77
Q96LC7
Q9NX18
Q9P0V3
Q9UJC5
Q6ZVN7
P0DMW5
Q9P0V9
Q6S5L8
Q07699
Q8N228
Q149N8
O60880
O00161
P78362
Q8WV41
Q9BSF0
Q96GP6
P51688
Q5TCZ1
Q9NX45
Q6IEG0
P12757
Q13247
Q2MJR0
P35326
Q9BXG8
O75635
Q8NHG7
Q96FJ0
Q5JPH6
Q8TDW4
P54136
Q8IZP2
O43426
Q9NP81
P48230
Q9BSW7
A6NKL6
Q8IXH6
P55072
Q8WVE7
Q96CE8
Q5VWP2
A6NGB0
Q96QE5
Q92844
A6NC51
O43680
Q6PEY1
Q9P016
P32971
Q9BQJ4
Q5JTD0
A0PJW6
Q8IWR1
O75865
Q96J77
Q92519
O94811
Q15785
P59282
Q9NZQ8
Q08AN1
Q8IYX0
Q9BTP6
Q8WVZ1
Q16384
O60224
Q9NSD9
Q9UQD0
Q86WV6
O43776
Q9P2J5
Q9UQP3
O14804
O60907
P50991
A0PK00
Q2MV58
O75478
Q86W42
P57082
Q7Z7H5
Q9UNG2
Q71RG4
Q86V40
Q9NWD8
Q9UPQ9
Q9GZM7
Q96SK2
Q9BSN7
Q9BSI4
Q9C0B7
Q9BWD1
H3BV60
Q8N7C4
P19484
O75204
Q9BTD3
Q8N609
Q9HCX4
Q8IYL2
Q9NQ86
Q9C029
Q86XT4
Q9C026
Q9H0E2
A0A0C4DH27
A0A0B4J266
A0A0J9YY54
H0YL09
P60604
P51668
P07478
Q6A555
Q9Y385
Q9H1D0
Q969E8
Q96T88
Q6UXZ4
O95185
Q9BZM5
Q13564
O00322
Q8N806
Q3LFD5
Q14139
Q9H0E7
P63119
P63121
P09327
Q96QK1
Q5THJ4
Q9P1Q0
A5D8V6
O95498
Q9Y4E6
Q702N8
Q9UIA9
Q5GH72
Q8NA23
Q5MNZ9
Q15061
Q92558
Q93098
P61964
O95785
